context_id,Average Memory Usage Percentage,InnoDB Buffer Pool Cache Hit Rate,InnoDB Dirty Buffer Pages,Current QPS (Queries Per Second),Max CPU Usage (100 - Idle),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),Average Disk IOPS (Read),Average Disk IOPS (Write)
88c190g_64-1000000-4-oltp_read_write_50-0.2,2.52818835523982,93.03583531960771,16336.636363636364,2830.6309090909094,36.48181818086993,377.24545454545455,377.2418181818182,39980.54909090909,565.8072727272728,2933.8036363636365,5952.67090909091
88c190g_64-1000000-4-oltp_read_write_50-0.6,2.49536681636049,94.19288541881174,17241.272727272728,3220.549090909091,34.340000000189654,429.22,429.2236363636364,45493.77636363636,643.8127272727273,2743.6018181818185,6072.376363636364
88c190g_64-1000000-4-oltp_read_write_50-1.0,2.512731698149896,97.47716042131336,22782.272727272728,6536.894545454546,37.65818181837147,871.4090909090909,871.4072727272727,92366.65454545454,1307.1509090909092,1913.2854545454545,6895.276363636364
88c190g_64-1000000-4-oltp_read_write_80-0.2,2.491778435726548,91.3208668453549,10949.0,3888.389762177906,36.17113897185077,176.68804729898022,176.68622911716204,74029.20633045654,353.37427641614227,4257.715772169114,4108.250291661061
88c190g_64-1000000-4-oltp_read_write_80-0.6,2.497560682378485,92.34163818988168,11980.545454545454,4204.034545454546,35.99818181856112,191.02,191.02,80040.62000000001,382.0418181818182,3909.367272727273,4330.8436363636365
88c190g_64-1000000-4-oltp_read_write_80-1.0,2.526375837968517,96.91482260666302,12468.636363636364,7492.683636363637,35.714545454491265,340.5163636363637,340.5163636363637,142676.54363636364,681.0527272727272,2276.718181818182,5543.107272727273
88c190g_64-1000000-4-oltp_read_write_95-0.2,2.480034005052864,84.18500563256167,6860.363636363636,6467.052727272728,33.3727272732014,77.89818181818181,77.89818181818181,37391.865454545456,155.8018181818182,6419.596363636363,1952.830909090909
88c190g_64-1000000-4-oltp_read_write_95-0.6,2.474933373005453,86.22504858184098,7954.727272727273,7144.016363636364,34.97636363587596,86.05454545454546,86.05454545454546,41305.10909090909,172.1109090909091,5946.363636363636,2133.710909090909
88c190g_64-1000000-4-oltp_read_write_95-1.0,2.5020894764266077,94.02477817445016,8855.545454545454,13470.556363636364,32.31818181784315,162.27818181818182,162.27818181818182,77891.59272727273,324.54727272727274,3517.452727272728,2931.8254545454547
88c190g_64-1000000-4-oltp_write_only-0.2,2.4784003144268536,96.8546342788004,33245.545454545456,2649.8109090909093,28.48181818154725,441.4072727272727,441.4090909090909,1324.2072727272728,882.8072727272728,1488.9127272727274,8344.945454545454
88c190g_64-1000000-4-oltp_write_only-0.6,2.474876540934947,97.30119610715298,35569.818181818184,2991.347272727273,31.563395336084373,498.3200000000001,498.3218181818182,1494.9709090909091,996.6454545454544,1428.7851807890495,8490.693344461051
88c190g_64-1000000-4-oltp_write_only-1.0,2.4886000975556755,98.70673551090104,27024.454545454544,5024.146807380954,27.367272726852782,837.1384053997048,837.142041763341,2511.387943471841,1674.2513562539548,894.838181818182,9113.607272727271
8c12g_10-4-4-tpcc-nan,16.931571500006328,96.07249862116365,19674.0,4973.054545454545,58.40181818164208,77.34909090909092,984.36,8483.82909090909,1989.3818181818183,2021.9,6286.376363636364
8c12g_100-4-4-tpcc-nan,16.946614804266776,90.3274724220768,13845.454545454546,2967.6363636363635,56.4054545448585,46.269090909090906,586.2509090909091,5024.598181818182,1188.2763636363636,3628.0345454545454,5109.878181818182
8c12g_64-1000000-4-oltp_read_write_20-0.2,17.556411060757213,95.37810237915124,22874.636363636364,2522.132727272727,56.76000000028448,630.1636363636363,630.1545454545455,33238.92727272728,630.2145454545455,2251.7563636363634,6907.432727272727
8c12g_64-1000000-4-oltp_read_write_20-0.6,17.55223712764349,95.68955152228226,25288.81818181818,2794.461818181818,57.84181818162853,698.2490909090909,698.2436363636364,36831.66545454546,698.289090909091,2230.245454545455,7264.923636363636
8c12g_64-1000000-4-oltp_read_write_20-1.0,17.579237626978315,98.06167646699464,32341.36363636364,5369.874545454546,57.574545454233885,1341.96,1341.94,70804.67272727273,1342.1,1507.9199999999998,6933.22
8c12g_64-1000000-4-oltp_read_write_5-0.2,17.572707727369096,95.42518200589546,28877.0,2357.112727272728,58.10363636335189,577.2745454545455,577.2690909090909,10973.42909090909,1039.34,1952.8745454545451,7668.154545454545
8c12g_64-1000000-4-oltp_read_write_5-0.6,17.89428385180953,95.90696612407632,31078.545454545456,2599.9454545454546,58.31272727352652,636.8109090909091,636.8054545454546,12099.443636363636,1146.4654545454546,1867.6254545454549,7824.320000000001
8c12g_64-1000000-4-oltp_read_write_5-1.0,17.616658178881057,98.05583142767432,39653.36363636364,5520.785454545455,59.09272727234797,1347.3545454545454,1347.3490909090908,25907.16,2441.8563636363638,1418.9363636363637,7588.585454545455
8c12g_64-1000000-4-oltp_read_write_50-0.2,17.875826317558744,92.75539276607697,15630.181818181818,2915.5745454545454,55.44000000032512,388.5490909090909,388.5545454545455,41183.19818181818,582.8109090909091,3096.4981818181823,5964.045454545455
8c12g_64-1000000-4-oltp_read_write_50-0.6,17.384570352706806,94.12997314608076,17266.81818181818,3415.134545454546,56.3709090910852,455.1745454545455,455.18,48247.72363636363,682.7218181818182,2905.4927272727277,6175.274545454546
8c12g_64-1000000-4-oltp_read_write_50-1.0,17.945482521448163,97.40490957544309,22421.0,6275.841818181819,56.67818181792443,836.549090909091,836.5436363636363,88681.15090909091,1254.8218181818183,1846.978181818182,6247.867272727273
8c12g_64-1000000-4-oltp_read_write_80-0.2,19.594508310088,91.30764896118158,10850.90909090909,3814.670909090909,54.89272727207704,173.3272727272727,173.3272727272727,72620.58,346.6527272727273,4157.427272727273,3788.6981818181816
8c12g_64-1000000-4-oltp_read_write_80-0.6,17.502965798224505,92.33789670143167,11828.818181818182,4153.281818181818,54.837856846959816,188.7254545454545,188.7236363636364,79073.26363636364,377.4581818181818,3856.213719643026,4037.1520668562575
8c12g_64-1000000-4-oltp_read_write_80-1.0,17.529100176877805,96.8950198979696,12387.454545454546,6705.430909090909,52.43636363677003,304.7290909090909,304.7327272727273,127680.94,609.4472727272728,2059.0436363636363,4625.178181818182
8c12g_64-1000000-4-oltp_read_write_95-0.2,17.347386284266598,84.4795011897219,7240.272727272727,5581.918181818181,58.53818181800571,67.24363636363637,67.24181818181819,32276.132727272725,134.48909090909092,5536.978181818182,1654.1727272727271
8c12g_64-1000000-4-oltp_read_write_95-0.6,17.392927087064106,86.29294490995366,7789.818181818182,6343.325454545455,56.94727272743528,76.41818181818182,76.41818181818182,36679.26727272727,152.84545454545454,5253.79090909091,1792.507272727273
8c12g_64-1000000-4-oltp_read_write_95-1.0,17.5031934135572,94.02881971205824,9078.545454545454,12145.592727272726,59.97272727265954,146.31272727272727,146.31454545454545,70231.70000000001,292.62545454545455,3188.0236363636363,2484.0581818181818
8c12g_64-1000000-4-oltp_write_only-0.2,17.071752984509978,96.49598371099992,32290.36363636364,2192.656363636364,44.539999999783255,365.2,365.2,1095.629090909091,730.4109090909092,1318.5763636363636,6775.001818181819
8c12g_64-1000000-4-oltp_write_only-0.6,17.034681245714477,97.31817421172582,35044.63636363636,2512.5963636363635,45.28909090872515,418.5163636363637,418.5236363636364,1255.5836363636363,837.0363636363636,1214.1781818181817,6751.070909090909
8c12g_64-1000000-4-oltp_write_only-1.0,17.027045785917906,98.63999466445,22066.090909090908,3413.628489151085,38.385454545305535,568.6765688885657,568.6911141613111,1706.118796483988,1137.320410504404,651.8000000000001,6085.627272727273
