held_out,family,default,raw,embed,concordance,ot114,top5_direct,top1_direct,rf,oracle
12c16g_64-1000000-4-oltp_read_write_5-0.2,oltp_read_write_5,0.5531185743660041,0.9348869088416724,1.0,1.0,1.0,0.9348869088416724,0.9348869088416724,0.9543066026959105,1.0
12c16g_64-1000000-4-oltp_read_write_5-0.6,oltp_read_write_5,0.5619201290843082,0.981242436466317,1.0,1.0,0.981242436466317,0.981242436466317,1.0,0.9757966922146027,1.0
12c16g_64-1000000-4-oltp_read_write_5-1.0,oltp_read_write_5,0.5442818636888718,0.9765113592606854,0.9765113592606854,0.9765113592606854,0.9765113592606854,0.8561802079322295,1.0,1.0,1.0
12c16g_64-1000000-4-oltp_read_write_50-0.2,oltp_read_write_50,0.6128021216322103,0.9769754686275692,1.0,1.0,0.9769754686275692,0.9769754686275692,0.9769754686275692,1.0,1.0
12c16g_64-1000000-4-oltp_read_write_50-0.6,oltp_read_write_50,0.6355792276964047,0.9805592543275632,0.9859387483355526,0.9859387483355526,0.9805592543275632,0.9859387483355526,0.9859387483355526,0.9805592543275632,1.0
12c16g_64-1000000-4-oltp_read_write_50-1.0,oltp_read_write_50,0.6663238621338113,1.0,1.0,1.0,0.7723092292774659,1.0,0.9980900890312344,0.9369435547850616,1.0
12c16g_64-1000000-4-oltp_read_write_80-0.2,oltp_read_write_80,0.7360612779681516,0.9952832090304373,0.9952832090304373,0.9952832090304373,0.9952832090304373,0.9952832090304373,0.8617617415843579,0.9952832090304373,1.0
12c16g_64-1000000-4-oltp_read_write_80-0.6,oltp_read_write_80,0.7102646158081277,0.9738481125907573,1.0,1.0,1.0,0.9738481125907573,0.9738481125907573,0.9738481125907573,1.0
12c16g_64-1000000-4-oltp_read_write_80-1.0,oltp_read_write_80,0.7197461629279811,1.0,0.9899856636869624,0.9899856636869624,0.9785798616967449,0.9899856636869624,1.0,1.0,1.0
12c16g_64-1000000-4-oltp_read_write_95-0.2,oltp_read_write_95,0.7942221712713515,0.9846383125071649,0.9626275363980281,0.9814284076579158,0.9846383125071649,0.9846383125071649,0.9846383125071649,0.9846383125071649,1.0
12c16g_64-1000000-4-oltp_read_write_95-0.6,oltp_read_write_95,0.7578766469352682,0.9957991216345236,0.9957991216345236,0.9931258354019477,0.9822417414550315,0.9931258354019477,0.7469925529883521,1.0,1.0
12c16g_64-1000000-4-oltp_read_write_95-1.0,oltp_read_write_95,0.7492009588493808,1.0,1.0,1.0,0.9868158210147822,0.9868158210147822,0.9868158210147822,0.9868158210147822,1.0
12c16g_64-1000000-4-oltp_write_only-0.2,oltp_write_only,0.6648958915825137,0.9778296766553731,0.9896056050787804,0.9896056050787804,0.8120456563928818,0.9896056050787804,0.9778296766553731,0.9778296766553731,1.0
12c16g_64-1000000-4-oltp_write_only-0.6,oltp_write_only,0.6868676424973782,0.9912411562264598,0.8904627564509697,0.9912411562264598,0.8463288185161663,0.8636840317268069,0.9912411562264598,0.9912411562264598,1.0
12c16g_64-1000000-4-oltp_write_only-1.0,oltp_write_only,0.4280673628695144,1.0,1.0,1.0,1.0,1.0,0.9760349399937072,0.9760349399937072,1.0
16c24g_10-4-4-tpcc-nan,tpcc,0.4943319085671808,1.0,0.8264263148113733,0.8687976212599888,1.0,1.0,1.0,1.0,1.0
16c24g_100-4-4-tpcc-nan,tpcc,0.6739726027397259,0.9454990215264187,0.9454990215264187,0.9551859099804305,0.9551859099804305,0.9454990215264187,0.9551859099804305,0.9911937377690802,1.0
16c24g_50-4-4-tpcc-nan,tpcc,0.5214364488558036,0.9458229942100909,0.9458229942100909,1.0,0.8807554452715742,0.9035704438930244,0.9308657292528261,0.8807554452715742,1.0
16c24g_64-100000-4-oltp_read_only-0.2,oltp_read_only,0.4576874537024335,0.9986282202529562,0.9986282202529562,0.9986282202529562,0.9986282202529562,0.9986282202529562,0.9966734341134187,0.9916732969354439,1.0
16c24g_64-100000-4-oltp_read_only-0.6,oltp_read_only,0.5657244229301466,0.9810840730783247,0.9810840730783247,0.9813728658557549,0.99715332833676,0.9878500752924028,0.9993949103710988,0.9870043250156431,1.0
16c24g_64-100000-4-oltp_read_only-1.0,oltp_read_only,0.8651596981294037,0.9986122536571408,0.9986122536571408,0.9908008154798096,0.9867734897528524,0.9901498622983654,0.9959082942880646,0.9986122536571408,1.0
16c24g_64-100000-4-oltp_read_write_20-0.2,oltp_read_write_20,0.40513269618855424,0.9786391501351711,0.9786391501351711,0.9786391501351711,0.9786391501351711,0.9786391501351711,0.9786391501351711,0.9939458553859042,1.0
16c24g_64-100000-4-oltp_read_write_20-0.6,oltp_read_write_20,0.5177981375788525,1.0,0.9822394112346049,0.9822394112346049,0.9822394112346049,0.9822394112346049,1.0,0.9822394112346049,1.0
16c24g_64-100000-4-oltp_read_write_20-1.0,oltp_read_write_20,0.7065765765765766,0.9866366366366367,0.9866366366366367,1.0,0.8262462462462462,1.0,1.0,1.0,1.0
16c24g_64-100000-4-oltp_read_write_5-0.2,oltp_read_write_5,0.23294843290540052,0.99770494154773,1.0,0.99770494154773,0.99770494154773,1.0,1.0,1.0,1.0
16c24g_64-100000-4-oltp_read_write_5-0.6,oltp_read_write_5,0.2861257109943121,1.0,1.0,1.0,0.9892720858233135,1.0,1.0,0.9892720858233135,1.0
16c24g_64-100000-4-oltp_read_write_5-1.0,oltp_read_write_5,0.5047325894574837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16c24g_64-100000-4-oltp_read_write_50-0.2,oltp_read_write_50,0.44124036440084097,0.995480028030834,1.0,1.0,0.995480028030834,1.0,0.995480028030834,0.995480028030834,1.0
16c24g_64-100000-4-oltp_read_write_50-0.6,oltp_read_write_50,0.5361241737643462,0.9232464073136243,0.9258114374034003,0.9232464073136243,0.9543556184024466,1.0,0.9897069946397449,0.9543556184024466,1.0
16c24g_64-100000-4-oltp_read_write_50-1.0,oltp_read_write_50,0.5704134804087433,0.9935034174731001,0.9935034174731001,0.9935034174731001,0.9935034174731001,0.9935034174731001,0.9935034174731001,0.9935034174731001,1.0
16c24g_64-100000-4-oltp_read_write_80-0.2,oltp_read_write_80,0.4119344391009913,1.0,0.9770340563352635,0.9770340563352635,0.9770340563352635,0.9532633231916773,1.0,1.0,1.0
16c24g_64-100000-4-oltp_read_write_80-0.6,oltp_read_write_80,0.4779068134865716,1.0,0.9750285817437873,0.9750285817437873,1.0,1.0,1.0,0.9750285817437873,1.0
16c24g_64-100000-4-oltp_read_write_80-1.0,oltp_read_write_80,0.42540109774118645,1.0,1.0,1.0,1.0,1.0,1.0,0.9892073042009711,1.0
16c24g_64-100000-4-oltp_read_write_95-0.2,oltp_read_write_95,0.3987406983400114,0.9857279145201298,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16c24g_64-100000-4-oltp_read_write_95-0.6,oltp_read_write_95,0.4915092174711237,0.9903235676585329,0.9903235676585329,0.9903235676585329,0.5895356842346822,1.0,0.5895356842346822,0.9843953185955787,1.0
16c24g_64-100000-4-oltp_read_write_95-1.0,oltp_read_write_95,0.7182774238120825,0.9975819451907577,0.9821140707760804,0.9515237583480463,0.9821140707760804,0.9975819451907577,1.0,0.9515237583480463,1.0
16c24g_64-100000-4-oltp_write_only-0.2,oltp_write_only,0.5017569747520852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16c24g_64-100000-4-oltp_write_only-0.6,oltp_write_only,0.46048472075869334,1.0,1.0,1.0,1.0,0.9856136653541124,1.0,0.9856136653541124,1.0
16c24g_64-100000-4-oltp_write_only-1.0,oltp_write_only,0.29932926420283046,1.0,0.9840633174592528,0.9840633174592528,1.0,1.0,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_only-0.2,oltp_read_only,0.818595948914016,0.9557742888906966,0.9918110577835624,0.9918110577835624,0.9557742888906966,0.9435179912687436,0.9435179912687436,0.9496732557824236,0.9918110577835624
16c24g_64-1000000-4-oltp_read_only-0.6,oltp_read_only,0.7617497323398955,0.9869775165512268,0.9899709397600891,0.9834596980357025,0.9899709397600891,0.9824764568357113,0.9869775165512268,0.9869775165512268,0.9958266873511481
16c24g_64-1000000-4-oltp_read_only-1.0,oltp_read_only,0.8245320364191596,0.9652773850590964,0.9900582480348358,0.9900582480348358,1.0,0.986766951309167,0.986766951309167,0.986766951309167,1.0
16c24g_64-1000000-4-oltp_read_write_20-0.2,oltp_read_write_20,0.5408958130477117,0.9605647517039922,0.9525316455696203,0.9525316455696203,0.9605647517039922,0.9605647517039922,0.9525316455696203,0.9605647517039922,1.0
16c24g_64-1000000-4-oltp_read_write_20-0.6,oltp_read_write_20,0.5038059474271795,0.8757738759768599,1.0,0.8757738759768599,0.8757738759768599,1.0,1.0,0.8814574241347812,1.0
16c24g_64-1000000-4-oltp_read_write_20-1.0,oltp_read_write_20,0.5634091153970477,0.9668139209136947,1.0,1.0,0.9271091477211507,0.7676435728908523,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_5-0.2,oltp_read_write_5,0.5580969807868252,1.0,0.8847209515096066,0.8847209515096066,1.0,1.0,0.9542543458371455,0.8549862763037512,1.0
16c24g_64-1000000-4-oltp_read_write_5-0.6,oltp_read_write_5,0.48035837353549277,1.0,0.8931771192281186,0.7932460372157133,1.0,1.0,0.6498966230186078,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_5-1.0,oltp_read_write_5,0.39852264470816173,0.7122790021797045,1.0,1.0,1.0,0.9429643981593607,1.0,0.9429643981593607,1.0
16c24g_64-1000000-4-oltp_read_write_50-0.2,oltp_read_write_50,0.601086956521739,1.0,0.9919565217391305,0.9919565217391305,1.0,0.9919565217391305,0.9233695652173913,0.9233695652173913,1.0
16c24g_64-1000000-4-oltp_read_write_50-0.6,oltp_read_write_50,0.5296320416802345,1.0,0.9599478997069358,0.9599478997069358,0.9599478997069358,0.9599478997069358,0.9599478997069358,0.9109410615434712,1.0
16c24g_64-1000000-4-oltp_read_write_50-1.0,oltp_read_write_50,0.6040552481049155,0.951076593963633,1.0,0.9483792959121983,0.951076593963633,0.9518671813235363,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_80-0.2,oltp_read_write_80,0.7334108005626567,1.0,1.0,1.0,1.0,1.0,1.0,0.9708274723258518,1.0
16c24g_64-1000000-4-oltp_read_write_80-0.6,oltp_read_write_80,0.690736119775421,1.0,1.0,1.0,0.8920253690996048,0.9943855271366188,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_80-1.0,oltp_read_write_80,0.6257744733581165,1.0,0.9787614189792802,1.0,0.9787614189792802,0.9603757816777615,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_95-0.2,oltp_read_write_95,0.7800677167672604,0.9777712350949506,0.9777712350949506,0.9777712350949506,0.9777712350949506,0.9777712350949506,0.9125570440158987,0.9777712350949506,1.0
16c24g_64-1000000-4-oltp_read_write_95-0.6,oltp_read_write_95,0.7284394866258845,0.9948422694014633,0.9948422694014633,1.0,0.9540602135060574,1.0,1.0,1.0,1.0
16c24g_64-1000000-4-oltp_read_write_95-1.0,oltp_read_write_95,0.7199626865671641,0.9889303482587065,0.9889303482587065,0.9889303482587065,0.9889303482587065,0.9889303482587065,0.9889303482587065,1.0,1.0
16c24g_64-1000000-4-oltp_write_only-0.2,oltp_write_only,0.6255110384300899,0.7562784721411051,1.0,1.0,0.7636958299264104,1.0,0.7608048125219016,0.7562784721411051,1.0
16c24g_64-1000000-4-oltp_write_only-0.6,oltp_write_only,0.6205066798149843,0.8309267216078513,0.9868986405578642,0.9382263858561668,0.8309267216078513,1.0,0.9868986405578642,0.8309267216078513,1.0
16c24g_64-1000000-4-oltp_write_only-1.0,oltp_write_only,0.5468904388259227,1.0,1.0,1.0,0.6655042138913106,0.9654606219122347,0.9654606219122347,1.0,1.0
24c32g_10-4-4-tpcc-nan,tpcc,0.48533692887567803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24c32g_100-4-4-tpcc-nan,tpcc,0.6399123836345145,1.0,1.0,1.0,0.9176249706641634,1.0,1.0,0.9453962293671282,1.0
24c32g_50-4-4-tpcc-nan,tpcc,0.5287410926365795,1.0,1.0,1.0,0.8874787919918562,0.8874787919918562,0.8874787919918562,0.8874787919918562,1.0
24c32g_64-100000-4-oltp_read_only-0.2,oltp_read_only,0.4539901721250721,0.9944477997090071,0.9944477997090071,0.9904946880061494,0.9944477997090071,0.9942487715156341,0.993082054519999,0.9907966618167844,1.0
24c32g_64-100000-4-oltp_read_only-0.6,oltp_read_only,0.5838696075923994,0.9891754394453621,0.9891754394453621,0.9961706216173248,0.9949333314900706,0.9961706216173248,0.9989493402271361,0.9989493402271361,0.9989493402271361
24c32g_64-100000-4-oltp_read_only-1.0,oltp_read_only,0.8632134395864741,0.9959078182209777,0.9845861152990164,0.996855481369804,0.9894321200373322,0.9845861152990164,0.996855481369804,0.9959078182209777,0.9988082417976882
24c32g_64-100000-4-oltp_read_write_20-0.2,oltp_read_write_20,0.39188516746411484,0.9893588516746412,0.9960574162679426,0.9893588516746412,0.9960574162679426,0.9893588516746412,0.9960574162679426,0.9960574162679426,1.0
24c32g_64-100000-4-oltp_read_write_20-0.6,oltp_read_write_20,0.5148572089258874,1.0,0.9880911087987049,0.9880911087987049,0.9880911087987049,1.0,0.998843796970748,0.9880911087987049,1.0
24c32g_64-100000-4-oltp_read_write_20-1.0,oltp_read_write_20,0.7209930861093652,0.9946888749214331,0.9946888749214331,0.9946888749214331,0.8757071024512885,0.9946888749214331,0.9946888749214331,0.9946888749214331,1.0
24c32g_64-100000-4-oltp_read_write_5-0.2,oltp_read_write_5,0.23054878922481728,0.9884653961885655,0.9884653961885655,0.9884653961885655,1.0,0.9884653961885655,0.9884653961885655,0.9884653961885655,1.0
24c32g_64-100000-4-oltp_read_write_5-0.6,oltp_read_write_5,0.28852981667995076,1.0,1.0,1.0,0.9967393667125571,0.9967393667125571,1.0,1.0,1.0
24c32g_64-100000-4-oltp_read_write_5-1.0,oltp_read_write_5,0.5035862589656475,1.0,1.0,1.0,0.9862589656474142,0.9862589656474142,1.0,1.0,1.0
24c32g_64-100000-4-oltp_read_write_50-0.2,oltp_read_write_50,0.4422397966388928,0.9987996045756248,0.9987996045756248,0.9987996045756248,0.9996469425222425,0.9987996045756248,0.9996469425222425,1.0,1.0
24c32g_64-100000-4-oltp_read_write_50-0.6,oltp_read_write_50,0.5511900655398413,0.9823387374956881,0.9823387374956881,0.9823387374956881,0.9824767161090031,0.9698861676440154,1.0,1.0,1.0
24c32g_64-100000-4-oltp_read_write_50-1.0,oltp_read_write_50,0.5483999292786421,0.9967733380480904,0.9967733380480904,0.9967733380480904,0.9967733380480904,1.0,0.9967733380480904,1.0,1.0
24c32g_64-100000-4-oltp_read_write_80-0.2,oltp_read_write_80,0.4225079073563922,0.9829609223548617,0.987756351392715,0.987756351392715,0.987756351392715,0.7842056932966024,0.987756351392715,0.987756351392715,1.0
24c32g_64-100000-4-oltp_read_write_80-0.6,oltp_read_write_80,0.49952566670180243,0.9837040160219247,0.9636344471381891,0.9636344471381891,0.9837040160219247,0.9978707705280909,0.9978707705280909,0.9636344471381891,1.0
24c32g_64-100000-4-oltp_read_write_80-1.0,oltp_read_write_80,0.4254534952484425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24c32g_64-100000-4-oltp_read_write_95-0.2,oltp_read_write_95,0.3960936598869622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24c32g_64-100000-4-oltp_read_write_95-0.6,oltp_read_write_95,0.4866431258156137,0.9856451984340217,0.9856451984340217,0.9891379442695938,0.9856451984340217,0.8889997697090657,0.9928609810393797,0.9891379442695938,1.0
24c32g_64-100000-4-oltp_read_write_95-1.0,oltp_read_write_95,0.7157243953651139,0.9969671047515358,0.9902791818959483,0.9931565440547476,0.996033906213547,0.996033906213547,0.996033906213547,0.996033906213547,1.0
24c32g_64-100000-4-oltp_write_only-0.2,oltp_write_only,0.4879340481594532,0.9781247554198952,1.0,1.0,1.0,1.0,1.0,0.9781247554198952,1.0
24c32g_64-100000-4-oltp_write_only-0.6,oltp_write_only,0.45592474070039263,0.9873584348970745,1.0,1.0,0.9873584348970745,1.0,1.0,1.0,1.0
24c32g_64-100000-4-oltp_write_only-1.0,oltp_write_only,0.2898914797782325,1.0,0.9775598819580911,0.9775598819580911,1.0,0.9775598819580911,1.0,1.0,1.0
24c32g_64-1000000-4-oltp_read_only-0.2,oltp_read_only,0.8138190776227585,0.9697752090390127,0.8718999455195773,0.9906198924603832,0.8573323542648695,0.9924674894000047,1.0,0.9697752090390127,1.0
24c32g_64-1000000-4-oltp_read_only-0.6,oltp_read_only,0.7704536346113475,0.9837210633790722,0.9644458863718773,0.9837210633790722,0.9845226053932327,0.9766980285883318,0.9669459340827116,0.9766980285883318,1.0
24c32g_64-1000000-4-oltp_read_only-1.0,oltp_read_only,0.8307374839271641,0.9953751710979302,0.9953751710979302,0.9953751710979302,0.9953751710979302,0.9841345555601642,0.9597349537517109,0.9841345555601642,1.0
24c32g_64-1000000-4-oltp_read_write_20-0.2,oltp_read_write_20,0.5814230425721941,0.9588171082663492,0.8670239158479707,1.0,0.8670239158479707,0.9588171082663492,0.9588171082663492,0.9588171082663492,1.0
24c32g_64-1000000-4-oltp_read_write_20-0.6,oltp_read_write_20,0.5465632894851468,0.8930220402474083,0.8930220402474083,0.9583587420507013,0.8930220402474083,0.8930220402474083,0.8930220402474083,0.9583587420507013,1.0
24c32g_64-1000000-4-oltp_read_write_20-1.0,oltp_read_write_20,0.59341469030624,0.9933686391895004,0.9933686391895004,0.9933686391895004,0.9933686391895004,0.8038682938061248,0.9933686391895004,0.9933686391895004,1.0
24c32g_64-1000000-4-oltp_read_write_5-0.2,oltp_read_write_5,0.6004610065309258,1.0,0.8847483672685363,0.9919323857087975,1.0,1.0,1.0,0.8413369189396849,1.0
24c32g_64-1000000-4-oltp_read_write_5-0.6,oltp_read_write_5,0.5498898331759521,1.0,0.9880390305319484,0.9880390305319484,1.0,1.0,0.9118665407617249,0.9118665407617249,1.0
24c32g_64-1000000-4-oltp_read_write_5-1.0,oltp_read_write_5,0.4377387318563789,1.0,1.0,1.0,1.0,0.9705336680126597,0.9705336680126597,0.9705336680126597,1.0
24c32g_64-1000000-4-oltp_read_write_50-0.2,oltp_read_write_50,0.6244225020382281,0.9952894283902528,0.9952894283902528,0.9952894283902528,0.9952894283902528,0.9952894283902528,0.8361264607301385,0.8798804239514448,0.9952894283902528
24c32g_64-1000000-4-oltp_read_write_50-0.6,oltp_read_write_50,0.5815456741014349,1.0,0.9428185821849694,1.0,1.0,1.0,0.92193493393948,0.9806790737320642,1.0
24c32g_64-1000000-4-oltp_read_write_50-1.0,oltp_read_write_50,0.6274226555916698,0.9441434934392681,0.9441434934392681,0.9444645078447895,0.9441434934392681,0.9441434934392681,1.0,1.0,1.0
24c32g_64-1000000-4-oltp_read_write_80-0.2,oltp_read_write_80,0.784431137724551,0.9800399201596808,0.9702699863431032,0.9800399201596808,0.9800399201596808,0.9800399201596808,0.9800399201596808,0.9800399201596808,1.0
24c32g_64-1000000-4-oltp_read_write_80-0.6,oltp_read_write_80,0.7117550912223352,0.9064363652427442,1.0,1.0,0.9064363652427442,0.9064363652427442,0.9064363652427442,0.9064363652427442,1.0
24c32g_64-1000000-4-oltp_read_write_80-1.0,oltp_read_write_80,0.6776531321354116,0.9963268142559316,0.9963268142559316,0.9963268142559316,0.9963268142559316,0.9963268142559316,0.9418991363049737,0.9963268142559316,1.0
24c32g_64-1000000-4-oltp_read_write_95-0.2,oltp_read_write_95,0.7778048780487805,0.9750000000000001,0.9750000000000001,1.0,0.9750000000000001,0.9750000000000001,0.9750000000000001,0.9750000000000001,1.0
24c32g_64-1000000-4-oltp_read_write_95-0.6,oltp_read_write_95,0.7372188139059305,1.0,0.9948875255623721,1.0,1.0,0.9948875255623721,1.0,0.9948875255623721,1.0
24c32g_64-1000000-4-oltp_read_write_95-1.0,oltp_read_write_95,0.7444055001348073,1.0,1.0,0.9830142895659209,1.0,1.0,0.8484766783499595,1.0,1.0
24c32g_64-1000000-4-oltp_write_only-0.2,oltp_write_only,0.6465749968462217,0.947899583701274,0.947899583701274,0.947899583701274,0.542475085152012,0.947899583701274,0.947899583701274,0.5473445187334426,1.0
24c32g_64-1000000-4-oltp_write_only-0.6,oltp_write_only,0.6404159584041595,0.903929607039296,0.9495250474952505,0.9495250474952505,0.8336366363363664,0.9495250474952505,1.0,0.903929607039296,1.0
24c32g_64-1000000-4-oltp_write_only-1.0,oltp_write_only,0.49747442180380014,1.0,1.0,1.0,0.6233879288109362,1.0,0.9457376837761156,0.9457376837761156,1.0
32c64g_10-4-4-tpcc-nan,tpcc,0.47008367573403714,1.0,1.0,1.0,0.8076657769246919,1.0,0.9766367753351527,0.9766367753351527,1.0
32c64g_100-4-4-tpcc-nan,tpcc,0.6462811195299212,1.0,1.0,1.0,1.0,1.0,1.0,0.9127106850162362,1.0
32c64g_50-4-4-tpcc-nan,tpcc,0.5238256740715618,1.0,1.0,0.9583969249901081,1.0,0.9583969249901081,0.8979141936577921,1.0,1.0
32c64g_64-100000-4-oltp_read_only-0.2,oltp_read_only,0.47712585872530644,1.0,1.0,0.998580021694113,1.0,1.0,0.9908227328008414,0.9869046445123755,1.0
32c64g_64-100000-4-oltp_read_only-0.6,oltp_read_only,0.5933149647204267,0.9953574317259701,0.9953574317259701,0.9919774315944525,0.9919774315944525,0.9889788322559857,0.9878740851312873,0.9953574317259701,1.0
32c64g_64-100000-4-oltp_read_only-1.0,oltp_read_only,0.8788596151098957,0.9908233165309551,0.9913947334408142,0.9908233165309551,0.9936395855866887,0.9960817126181098,0.9960817126181098,0.9913947334408142,0.9987551274463787
32c64g_64-100000-4-oltp_read_write_20-0.2,oltp_read_write_20,0.40023329661071866,1.0,0.9963385393039984,1.0,0.9793273281057612,0.9963385393039984,1.0,0.9793273281057612,1.0
